Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image
CA Shubham Kothari - Elite Chart Traders,@CA_Shubham_K,2023-09-26T20:28:56.000Z,True,"12k gang is back!

So now we can finally expect 21k.#nifty50",5,0,25,"3,642",['#nifty50'],[],[],https://pbs.twimg.com/profile_images/1638375762582720514/KW33BPkt_normal.jpg
Money Matrix,@MoneyMatrixI,2023-09-26T20:27:43.000Z,False,last 5 day trend of NFTY 50 #nifty50 #NiftyBank #sharemarket #sharemarket,0,0,0,32,"['#nifty50', '#NiftyBank', '#sharemarket', '#sharemarket']",[],[],https://pbs.twimg.com/profile_images/1706764018281816064/F8ewRUWq_normal.png
Profitkhoj,@profitkhoj,2023-09-26T20:26:00.000Z,False,"#niftyOptions  , #finnifty    and #BankNiftyOptions   EOD Market data analysis and prediction for 27-Sept- 2023 #TRADINGTIPS #optionbuying #OptionsTrading #Optionselling #OptionChain #fno #futurestrading #nifty50",1,0,1,309,"['#niftyOptions', '#finnifty', '#BankNiftyOptions', '#TRADINGTIPS', '#optionbuying', '#OptionsTrading', '#Optionselling', '#OptionChain', '#fno', '#futurestrading', '#nifty50']",[],[],https://pbs.twimg.com/profile_images/1265730446744342529/6G1mL4mA_normal.jpg
Money Matrix,@MoneyMatrixI,2023-09-26T20:23:41.000Z,False,26th Sep trend of NFTY 50#nifty50 #NiftyBank #sharemarket #sharemarket,0,0,0,31,"['#nifty50', '#NiftyBank', '#sharemarket', '#sharemarket']",[],[],https://pbs.twimg.com/profile_images/1706764018281816064/F8ewRUWq_normal.png
Stock Shorts,@sTocksHortsiNd,2023-09-26T20:18:57.000Z,True,"With #Suzlon expected to go debt free, I think the management is getting stronger.
This can be seen as a positive coz of management show of strength.
But short term panic might be seen.#StockMarketindia #MarketUpdate #nifty50 #BSE #nseindia #InvestInIndia #Nifty #suzlonenergy",0,0,0,481,"['#Suzlon', '#StockMarketindia', '#MarketUpdate', '#nifty50', '#BSE', '#nseindia', '#InvestInIndia', '#Nifty', '#suzlonenergy']",[],[],https://pbs.twimg.com/profile_images/1659311338362118146/jFriIEVU_normal.jpg
Winvest,@winvestting,2023-09-26T20:15:45.000Z,False,"#NIFTY 
Trend: Down, sell on rise
In my opinion a pullback is possible to 19970-20000 (not sure but likely)
And then with full pressure a deep downside to 18800.
Let's see how it will react.
Just a view not financial advice#GIFTNIFTY #NIFTYFUTURE #niftyOptions #nifty50 #NIFTY50",1,0,1,412,"['#NIFTY', '#GIFTNIFTY', '#NIFTYFUTURE', '#niftyOptions', '#nifty50', '#NIFTY50']",[],[],https://pbs.twimg.com/profile_images/1678045389386301441/AdpOFG04_normal.jpg
Vijay,@hiwistler,2023-09-26T20:11:29.000Z,False,Trade Setup for September 27: Charts project Nifty 50 to remain rangebound till F&O expiry  #nifty50,0,0,0,98,['#nifty50'],[],[],https://pbs.twimg.com/profile_images/1622693603930738708/HS2xdKXE_normal.jpg
Vijay,@hiwistler,2023-09-26T20:08:09.000Z,False,Trade setup for Wednesday: 15 things to know before opening bell  #nifty50 US markets closed down,0,0,0,80,['#nifty50'],[],['\\U0001f6d1'],https://pbs.twimg.com/profile_images/1622693603930738708/HS2xdKXE_normal.jpg
Vijay,@hiwistler,2023-09-26T20:07:04.000Z,False,"#byjus  unveils massive restructuring under new CEO, may let go of 4,000-5,000 employees  #nifty50",0,0,0,113,"['#byjus', '#nifty50']",[],[],https://pbs.twimg.com/profile_images/1622693603930738708/HS2xdKXE_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-26T20:06:51.000Z,False,"おはよ9月27日今日は何の日
▼日本初の地下鉄・銀座線の起工式
(1925年)
▼日独伊三国同盟調印(1940)
▼天皇、マッカーサーを訪問(1945)
▼世界観光の日(1970)
▼横浜ベイブリッジ開通(1989)
▼御嶽山が噴火。50人以上死亡(2014)

今日も世界平和､無事故で笑顔で",0,0,80,890,[],[],"['\\U0001f60c', '\\U0001f60c']",https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
STOCK MANAGEMENT FORUM (Nifty50)(Banknifty),@forum_stock,2023-09-26T19:45:54.000Z,True,"पक्षविरोधी कमेंट्स करण्याआधी एकदा हे सुद्धा लक्षात घ्या सुदैवाने विघ्नहर्ता श्री गणेशाने आपल्या कृपादृष्टी मुळे कुठलीही जिवीतहानी होऊ दिली नाही. 
जागा भेटली तिथे फक्त मोदी विरोधी, कशासाठी?
संपूर्ण जगात रॅंक-१ असणारे आणि त्यांना ते स्थान देणारे किमान ह्यांच्या IQ लेव्हल चा विचार… Show more",5,1,10,"6,222",[],[],[],https://pbs.twimg.com/profile_images/1556879555717365760/QRGFq4VS_normal.jpg
Stocks to buy / avoid,@Sarab75219750,2023-09-26T19:45:03.000Z,True,Just imagine how many twitter furu shows daily 25 30 45 lakh even 1 crore 2 crore profit from fno. How IT department is going they might see crores of demand issue #stockmarket #nifty50,0,0,3,543,"['#stockmarket', '#nifty50']",[],"['\\U0001f601', '\\U0001f601']",https://pbs.twimg.com/profile_images/1338548183471771649/a3BPPG3p_normal.jpg
Suresh Sharma,@SureshS75891954,2023-09-26T19:35:51.000Z,False,#nifty50,0,0,0,96,['#nifty50'],[],[],https://pbs.twimg.com/profile_images/1688181928565047297/jNKv331U_normal.jpg
Arijit K R0Y,@FighterAKR,2023-09-26T19:30:00.000Z,False,"#nifty50 has formed a #Bearish candle on the daily chart indicating a tight rangebound session in the #Market..

Crucial Support Level:-- 19,567..

Support for #Nifty @ 19,637-19,567-19,516-19,435
&
Resistance @ 19,708-19,851-19,965-20,102..#stockmarkets #StockMarketindia",0,0,0,66,"['#nifty50', '#Bearish', '#Market', '#Nifty', '#stockmarkets', '#StockMarketindia']",[],[],https://pbs.twimg.com/profile_images/1693088413069578240/iaxGm8Hb_normal.jpg
Saurav Pandey,@SauravP02058432,2023-09-26T19:27:55.000Z,False,"All world indices bearish except 3-4 indices so tomorrow Nifty 50 will be open around 20-60 point down 

Nifty support around 19500 major and Minor 19600 minor also important#fiidata#StockMarket#dowjones #GIFTNIFTY #OptionsTrading #FII #trading #TradingView #TradingTips #DII",2,0,2,355,"['#fiidata', '#StockMarket', '#dowjones', '#GIFTNIFTY', '#OptionsTrading', '#FII', '#trading', '#TradingView', '#TradingTips', '#DII']",[],[],https://pbs.twimg.com/profile_images/1643653878917759002/-mXS3wqw_normal.jpg
STOCK MANAGEMENT FORUM (Nifty50)(Banknifty),@forum_stock,2023-09-26T19:27:33.000Z,True,Appriciabble Work done by  Hats off ,0,0,0,"1,381",[],['@CPMumbaiPolice'],"['\\U0001f490', '\\U0001f1ee\\U0001f1f3', '\\U0001f64f', '\\U0001f60e']",https://pbs.twimg.com/profile_images/1556879555717365760/QRGFq4VS_normal.jpg
Nifty Prediction,@trade_genious,2023-09-26T19:27:07.000Z,False,Bank Nifty Prediction For Expiryhttps://youtu.be/SQZv-QnPBz8?si=qsa-CLPqGvT0ZHAP…#nifty #nifty50 #niftyfutures #banknifty #bankniftyfuture #stockmarket #niftyoptions #niftybank #niftyfuture #BankNiftyOptions #stockmarketcrash #StockMarketindia #stockmarkets #stockmarketnews #OptionsTrading #Options,0,2,2,375,"['#nifty', '#nifty50', '#niftyfutures', '#banknifty', '#bankniftyfuture', '#stockmarket', '#niftyoptions', '#niftybank', '#niftyfuture', '#BankNiftyOptions', '#stockmarketcrash', '#StockMarketindia', '#stockmarkets', '#stockmarketnews', '#OptionsTrading', '#Options']",[],[],https://pbs.twimg.com/profile_images/1667390152170430464/EvOsHLsr_normal.jpg
Saurav Pandey,@SauravP02058432,2023-09-26T19:25:58.000Z,False,F&O Data Clients Fii Dii Pro FOLLOW FOR MORE CONTENThttps://chat.whatsapp.com/IyoSUZmEwA8KyzqEKKe3m2…#optionbuying #nifty #DowJones #niftyOptions #optionbuying #BREAKOUTSTOCKS #StocksToBuy  #GIFTNIFTY #StockMarketindia #stockmarket #optiontrading #fiidata #nifty50 #fiidata #nasdaq,1,0,2,549,"['#optionbuying', '#nifty', '#DowJones', '#niftyOptions', '#optionbuying', '#BREAKOUTSTOCKS', '#StocksToBuy', '#GIFTNIFTY', '#StockMarketindia', '#stockmarket', '#optiontrading', '#fiidata', '#nifty50', '#fiidata', '#nasdaq']",[],"['\\U0001f43b', '\\U0001f402', '\\U0001f43b', '\\U0001f43b', '\\U0001f43b']",https://pbs.twimg.com/profile_images/1643653878917759002/-mXS3wqw_normal.jpg
AGHOR PURUSH,@aghor_purush,2023-09-26T19:22:17.000Z,False,I believe this can be (must be) last decade where CRUDE have been ruling...not thereafter anymore. #dowjones #nifty50 #NiftyBank,0,0,0,84,"['#dowjones', '#nifty50', '#NiftyBank']",[],[],https://pbs.twimg.com/profile_images/1682615535991930880/biJSDIPQ_normal.jpg
Diksha Dhanraj,@DikshaDhanraj,2023-09-26T19:21:44.000Z,False,"#VarunBeverages 

Top trades - https://streetwhacks.com/symbol/trades?AlgoTrend=Intraday&SymbolName=vbl&TradeDate=2023-09-26T15:30:01Z…#Streetwhacks Trading#stocks #markets #investing #trading #Nifty #nifty50 #banknifty #GIFTNIFTY #OptionsTrading #stockmarkets #StocksToBuy #HDFCBank #Reliance",0,2,1,536,"['#VarunBeverages', '#Streetwhacks', '#stocks', '#markets', '#investing', '#trading', '#Nifty', '#nifty50', '#banknifty', '#GIFTNIFTY', '#OptionsTrading', '#stockmarkets', '#StocksToBuy', '#HDFCBank', '#Reliance']",[],[],https://pbs.twimg.com/profile_images/1702595155801358336/eNWx8djC_normal.jpg
Dev Nifty,@dev_gann,2023-09-26T19:20:44.000Z,False,#Nifty50S&P down 2% >>> thakur tho gayoo lets see Nifty tomorrow,0,0,20,"2,359",['#Nifty50'],[],"['\\U0001f604', '\\U0001f604']",https://pbs.twimg.com/profile_images/1647608609298165760/IIMsV7Qe_normal.png
"Puneet, Low risk options’ combinations,",@i2gain,2023-09-26T19:19:36.000Z,False,"#Nifty and #BankNifty NR7 candles on both, make the days' lows and highs important, any breakout or breakdown (more probable) would give a big move. Bias based on data and technical setup is negative.#nifty50  #Niftybank #OptionsTrading #StocksToBuy #StockMarket #Stocks",0,2,4,502,"['#Nifty', '#BankNifty', '#nifty50', '#Niftybank', '#OptionsTrading', '#StocksToBuy', '#StockMarket', '#Stocks']",[],[],https://pbs.twimg.com/profile_images/1193477848029286401/YIAo5rwt_normal.jpg
Stocks to buy / avoid,@Sarab75219750,2023-09-26T19:13:27.000Z,True,#dowjones down 1% #nasdaq 1.5 % we are heading for Great Wednesday expect 1% easily on #nifty50 today. We can't ignore #globalmarket for long .#stockmarket #GIFTNIFTY,0,1,8,"1,694","['#dowjones', '#nasdaq', '#nifty50', '#globalmarket', '#stockmarket', '#GIFTNIFTY']",[],[],https://pbs.twimg.com/profile_images/1338548183471771649/a3BPPG3p_normal.jpg
STOCK MANAGEMENT FORUM (Nifty50)(Banknifty),@forum_stock,2023-09-26T19:11:59.000Z,True,"Buddy right now expiry on daily basis why trader wait for such levels to appear game is limited for both half 
In first half +50 & -50 to +100 to -100 & in second half it will be 2x than first 
No means to stuck money while big players made huge in such Volatility",0,0,0,120,[],[],[],https://pbs.twimg.com/profile_images/1556879555717365760/QRGFq4VS_normal.jpg
Tarun Kaushik,@Tkaushik1985,2023-09-26T19:11:21.000Z,False,"Expect the #Nifty correction upto 18500-18800.

Till thn it's sell on rise.#nifty50 #banknifty #TradingView #Trader #niftyOptions",0,0,1,225,"['#Nifty', '#nifty50', '#banknifty', '#TradingView', '#Trader', '#niftyOptions']",[],[],https://pbs.twimg.com/profile_images/848268441362591745/6dx5orvp_normal.jpg
Jitesh Kumar,@jitesht8687,2023-09-26T19:04:26.000Z,True,"*STOCKS PLUNGE ON WALL STREET AS TREASURY YIELDS HOVER AT 16-YEAR PEAKS, VIX SPIKES 10% AMID MARKET TURMOIL ....#nifty50 #banknifty #stockmarketcrash #NASDAQ #trading",0,0,3,558,"['#nifty50', '#banknifty', '#stockmarketcrash', '#NASDAQ', '#trading']",[],['\\u270c\\ufe0f'],https://pbs.twimg.com/profile_images/1670135684966010883/W_zLR25i_normal.jpg
RAHUL PARASAR,@Rahulparasar108,2023-09-26T19:03:15.000Z,False,#dowjones 400 point down Kal kya hoga #banknifty #nifty50 ka??#Finance #investment #trading,0,1,1,386,"['#dowjones', '#banknifty', '#nifty50', '#Finance', '#investment', '#trading']",[],['\\U0001f447'],https://pbs.twimg.com/profile_images/1387729196391178243/HKHeEJrC_normal.jpg
GV_TRADES,@GV_TRADES_,2023-09-26T18:59:37.000Z,False,"Join us on telegram for #nifty50, #BankNiftyOptions , #finniftyTRADES. Perfect entry levels.

TELEGRAM LINK:- http://t.me/GV_TRADESINSTAGRAM LINK :- http://instagram.com/_gv_trades/ #StockMarketindia #StocksToBuy #stocks #BREAKOUTSTOCKS #StockMarket #StocksToBuy #telegramgroup",0,0,0,378,"['#nifty50', '#BankNiftyOptions', '#finnifty', '#StockMarketindia', '#StocksToBuy', '#stocks', '#BREAKOUTSTOCKS', '#StockMarket', '#StocksToBuy', '#telegramgroup']",[],[],https://pbs.twimg.com/profile_images/1645791349625729025/VSAEpFYW_normal.jpg
Jitesh Kumar,@jitesht8687,2023-09-26T18:58:16.000Z,True,"Option Chain Analysis:- #nifty50• Highest call side open interest is at 19800 & highest put side open interest is at 19600

• Lack of one sided aggression in option writing data suggests range bound trading activity

Join here for further updates  https://t.me/InvestwithJitesh…… Show more",0,0,1,87,['#nifty50'],[],['\\u2796'],https://pbs.twimg.com/profile_images/1670135684966010883/W_zLR25i_normal.jpg
GV_TRADES,@GV_TRADES_,2023-09-26T18:54:12.000Z,False,"Join us on telegram for #nifty50, #BankNiftyOptions , #finniftyTRADES. Perfect entry levels.

TELEGRAM LINK:- http://t.me/GV_TRADESINSTAGRAM LINK :- http://instagram.com/_gv_trades/ #StockMarketindia #StocksToBuy #stocks #BREAKOUTSTOCKS #StockMarket #StocksToBuy #telegramgroup",0,0,0,332,"['#nifty50', '#BankNiftyOptions', '#finnifty', '#StockMarketindia', '#StocksToBuy', '#stocks', '#BREAKOUTSTOCKS', '#StockMarket', '#StocksToBuy', '#telegramgroup']",[],[],https://pbs.twimg.com/profile_images/1645791349625729025/VSAEpFYW_normal.jpg
GV_TRADES,@GV_TRADES_,2023-09-26T18:53:58.000Z,False,"#AHLUCONT : (D) Descending Triangle Pattern Breakout soon abv 731 

Cmp:- 720Join Our Telegram Community For Live Updates:- https://t.me/GV_TRADES#stocks #StocksToBuy #BREAKOUTSTOCKS #SwingTrading #stockmarkets #nifty50 #banknifty #Options #StockMarketindia",1,0,1,298,"['#AHLUCONT', '#stocks', '#StocksToBuy', '#BREAKOUTSTOCKS', '#SwingTrading', '#stockmarkets', '#nifty50', '#banknifty', '#Options', '#StockMarketindia']",[],"['\\U0001f341', '\\u2618\\ufe0f']",https://pbs.twimg.com/profile_images/1645791349625729025/VSAEpFYW_normal.jpg
Pokhraj Das,@DasPokhraj,2023-09-26T18:51:35.000Z,False,jay sir Nifty50 19600 ka aagar support break  korta hai to nxt support level kaha por hai...iss expriy tak...,0,0,0,18,[],[],[],https://pbs.twimg.com/profile_images/1556531217910022149/DiqNp5yd_normal.jpg
Utkarsh,@Utkarsh21077789,2023-09-26T18:50:45.000Z,False,"Condition of current market: ""SL Hunting only""#nifty50 #NiftyBank #Nifty #midcap #stockmarketcrash #StockMarket #dowjones #Sensex #Nasdaq100 #Nasdaq #crypto #Bitcoin‍  #trading #TradingView #Options",0,0,10,"3,066","['#nifty50', '#NiftyBank', '#Nifty', '#midcap', '#stockmarketcrash', '#StockMarket', '#dowjones', '#Sensex', '#Nasdaq100', '#Nasdaq', '#crypto', '#Bitcoin\u200d', '#trading', '#TradingView', '#Options']",[],"['\\U0001f43b', '\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1569602679068033026/UPRrTvne_normal.jpg
DISCIPLINE & EMOTIONAL INTELLIGENCE TRADER,@Disciplinetrad8,2023-09-26T18:50:26.000Z,False,"Nifty 50 Expanding Symmetrical pattern +Elliot wave endings Diagonal Triangle number continue,with 0.618 Trends 1/3rd rules.Only education Prosperity.After finding both index I feelings Market discount for any fundamental/Events news.I'd say Chart,market structure loudly speak .",0,1,0,91,[],[],[],https://pbs.twimg.com/profile_images/1701612820264259584/iXF8rI8L_normal.jpg
God of Trading,@tradingwizz,2023-09-26T18:50:24.000Z,False,Reality- Trading indicators don’t work 99% of time #stock #stockmarketcrash #nifty50,0,0,0,72,"['#stock', '#stockmarketcrash', '#nifty50']",[],[],https://pbs.twimg.com/profile_images/1705830358481350656/VZ57CCVQ_normal.jpg
Pokhraj Das,@DasPokhraj,2023-09-26T18:47:24.000Z,False,Mam keya Nifty50 19450/19400 pe support legal....iss monthly expriy pe.,0,0,0,13,[],[],[],https://pbs.twimg.com/profile_images/1556531217910022149/DiqNp5yd_normal.jpg
Ejaz,@StocksNavigator,2023-09-26T18:46:54.000Z,False,My SL getting hit and Algos getting there targets #stockmarketcrash #Memes #StockMarketindia #nifty50,0,0,1,452,"['#stockmarketcrash', '#Memes', '#StockMarketindia', '#nifty50']",[],[],https://pbs.twimg.com/profile_images/1683223496468381698/TRFEwgGn_normal.jpg
Bharat Kr Bansal,@BharatKrBansal1,2023-09-26T18:42:08.000Z,False,"Indices Parameters 27th Sep#BankniftyS: 44490- 44266- 43973
R: 44753- 44958- 45182#Nifty50S: 19605- 19493- 19375
R: 19737- 19848- 19986#NiftyFinS: 19726- 19574- 19423
R: 19927- 20099- 20300 ",0,0,0,208,"['#Banknifty', '#Nifty50', '#NiftyFin']","['@CNBC_Awaaz', '@ZeeBusiness']",[],https://pbs.twimg.com/profile_images/1694335539242315776/fzgKX_gR_normal.jpg
Yash Chitkara Trading Academy,@YashChitkara1,2023-09-26T18:42:02.000Z,False,INTRA-DAY LEVEL'S OF #NIFTY ON 15 MINUTES TIME FRAME FOR TOMORROW.#NIFTY50 #technicalanalysis #priceaction #chartpattern #supportresistance #intraday #knowledge #discipline #success #money,0,0,2,240,"['#NIFTY', '#NIFTY50', '#technicalanalysis', '#priceaction', '#chartpattern', '#supportresistance', '#intraday', '#knowledge', '#discipline', '#success', '#money']",[],[],https://pbs.twimg.com/profile_images/1695792183524143105/f-kB0uZk_normal.jpg
Vignesh Rathinavelu,@Vignesh2429,2023-09-26T18:38:16.000Z,False,Yes.. Who are Following him for past 3 year's will know about him..  Stay safe Bulls.. #NIFTY50..  is a bear now .. Don't Regret later!!,0,0,0,186,['#NIFTY50'],['@AlgoBoffin'],['\\U0001f609'],https://pbs.twimg.com/profile_images/1107204374701314048/F9LGE1SX_normal.jpg
Nikhil Mittal,@NikhilM12296699,2023-09-26T18:37:56.000Z,True,ONLY DAY IN SEPTEMBER MONTH WHEN THERE IS NO EXPIRY…#peace #nifty50 #sharemarket,0,0,1,73,"['#peace', '#nifty50', '#sharemarket']",[],[],https://pbs.twimg.com/profile_images/1655988239101227009/R3pdXZSV_normal.jpg
Viral Degar,@viraldegar,2023-09-26T18:37:10.000Z,False,I think so as we stopped # sgxnifty .. we should stop #giftynifty too ...it's total useless to watch. #NiftyBank #nifty50 #nifty,0,0,0,204,"['#giftynifty', '#NiftyBank', '#nifty50', '#nifty']",[],[],https://pbs.twimg.com/profile_images/1614925274264801285/YWrkCzpe_normal.jpg
Viral Degar,@viraldegar,2023-09-26T18:35:53.000Z,False,My guess havoc will go to bottom of 19200 and will break once before 10th oct and move towards 18800 for once.. I may be wrong but US market is showing some signs of 2008 #nifty50 #banknifty,0,0,1,170,"['#nifty50', '#banknifty']",[],[],https://pbs.twimg.com/profile_images/1614925274264801285/YWrkCzpe_normal.jpg
B2Investor,@B2Investor,2023-09-26T18:34:56.000Z,False,Mark my words: Nifty50 will soon put in a long term top!,0,0,0,47,[],[],[],https://pbs.twimg.com/profile_images/1665076997104467970/pLqo0EPl_normal.png
Ajay A,@AjayAsam3,2023-09-26T18:30:18.000Z,False,"#nifty5027/09/2023#Wednesday#StockMarket #India 
Support:19550,19600
Resistance:19730,19790,19850",0,0,0,73,"['#nifty50', '#Wednesday', '#StockMarket', '#India']",[],[],https://pbs.twimg.com/profile_images/1537796226770665472/D3Hzh9sH_normal.jpg
Scientific Trader,@trading_gene,2023-09-26T18:30:11.000Z,False,#deepaknitrite Getting ready for 2000 #chartpatterns #nifty50 #trading #StockMarket #optionbuying #stockstowatch #NiftyBank #niftyOptions #StockMarketindia #StocksToBuy #Equity #StockToWatch #stocks,0,0,0,206,"['#deepaknitrite', '#chartpatterns', '#nifty50', '#trading', '#StockMarket', '#optionbuying', '#stockstowatch', '#NiftyBank', '#niftyOptions', '#StockMarketindia', '#StocksToBuy', '#Equity', '#StockToWatch', '#stocks']",[],"['\\u23ec', '\\u23ec']",https://pbs.twimg.com/profile_images/1574723113404993536/9p_idw3F_normal.png
Krishna Khakharia,@krishnakhakhria,2023-09-26T18:28:52.000Z,False,"#Nifty50 Analysis  27-09-23
Today Not a Fruitful Day for Option Buyers Nifty traded in a small range. Important Level to Watchout 19584 Below 19472  19253 can be probable Targets Expecting a #GapDown Opening tomorrow. US market in Deep red
Trade with Proper R:R   Sir",0,0,1,230,"['#Nifty50', '#GapDown']",['@ManishNifty'],[],https://pbs.twimg.com/profile_images/965259608691425281/yt42xCcP_normal.jpg
SAGAR VARA,@SagarVara213,2023-09-26T18:28:26.000Z,False,"JYOTHY LAB

TGT-415+
SL-315#JYOTHYLAB#nifty50 #NiftyFifty",0,0,0,83,"['#JYOTHYLAB', '#nifty50', '#NiftyFifty']",[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Yash Chitkara Trading Academy,@YashChitkara1,2023-09-26T18:20:33.000Z,False,#NIFTY ANALYSIS ON 1 HOUR TIME FRAME FOR TOMORROW.#NIFTY50 #technicalanalysis #priceaction #harmonicpattern #supportresistance #swingtrading #knowledge #discipline #success #money,1,0,0,185,"['#NIFTY', '#NIFTY50', '#technicalanalysis', '#priceaction', '#harmonicpattern', '#supportresistance', '#swingtrading', '#knowledge', '#discipline', '#success', '#money']",[],[],https://pbs.twimg.com/profile_images/1695792183524143105/f-kB0uZk_normal.jpg
ELEVEN2800,@ELEVEN2800,2023-09-26T18:17:00.000Z,True,#nifty50,0,0,1,98,['#nifty50'],[],[],https://pbs.twimg.com/profile_images/1701689760149032960/uwUz5EDx_normal.jpg
@Bsquare_Trading_Tamil,@Bsquare_Trading_Tamil,2023-09-26T18:15:37.000Z,False,"#nifty50  Descending triangle is formed  Expecting to move Down side  
upto 19500

Join Free Telegram: @",0,1,0,105,['#nifty50'],[],[],https://pbs.twimg.com/profile_images/1677662330769817600/B47TkP2g_normal.jpg
@Bsquare_Trading_Tamil,@Bsquare_Trading_Tamil,2023-09-26T18:14:48.000Z,False,"#nifty50 
Descending triangle is formed 
Expecting to move Down side 
upto 19500",0,0,0,84,['#nifty50'],[],[],https://pbs.twimg.com/profile_images/1677662330769817600/B47TkP2g_normal.jpg
ELEVEN2800,@ELEVEN2800,2023-09-26T18:13:50.000Z,False,#dowjones #nifty50 ,0,0,1,282,"['#dowjones', '#nifty50']",[],"['\\U0001fae3', '\\U0001fae3']",https://pbs.twimg.com/profile_images/1701689760149032960/uwUz5EDx_normal.jpg
Stock Shorts,@sTocksHortsiNd,2023-09-26T18:05:19.000Z,False,"Another correct prediction :)
Markets did end in RED.
Small caps, metals & auto did well.
However, #NiftyBank & IT stocks saw a fall.
I still feel we have a some more downfall left.
CAUTION!#StockMarketindia #MarketUpdate #nifty50 #BSE #nseindia #InvestInIndia #Nifty",0,0,0,249,"['#NiftyBank', '#StockMarketindia', '#MarketUpdate', '#nifty50', '#BSE', '#nseindia', '#InvestInIndia', '#Nifty']",[],[],https://pbs.twimg.com/profile_images/1659311338362118146/jFriIEVU_normal.jpg
