Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image
shubham chepe,@shubhamchepe,2023-09-29T06:49:33.000Z,False,"In a running loss of around 16k right now, i have bearish view over market therefore will hold positions overnight.#nifty50 #banknifty #Nifty #NiftyFifty #niftyoptions #stockmarketcrash",2,2,2,851,"['#nifty50', '#banknifty', '#Nifty', '#NiftyFifty', '#niftyoptions', '#stockmarketcrash']",[],[],https://pbs.twimg.com/profile_images/1578932322518409216/rjSPQ3Z1_normal.jpg
ViPiN,@AlgoBoffin,2023-09-28T07:19:21.000Z,True,"#NiftyAuto against #Nifty50 
Don't be surprised if most auto stocks, except Tata Motors, reach their March 2020 lows.#MajorWave",11,8,90,"9,065","['#NiftyAuto', '#Nifty50', '#MajorWave']",[],[],https://pbs.twimg.com/profile_images/1607407092222287874/IFQHZVmH_normal.jpg
Ramdas,@digitalramdas,2023-09-26T08:12:18.000Z,False,Buy on dips wale asking group members kyu confuse kar rahe ho #Nifty #nifty50 #niftyOptions #banknifty #BANKNIFTYFUTURE #GIFTNIFTY,0,0,6,"1,771","['#Nifty', '#nifty50', '#niftyOptions', '#banknifty', '#BANKNIFTYFUTURE', '#GIFTNIFTY']",[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1506535340953067528/rULh6-hv_normal.jpg
Stock market news tracker_DS,@deepika63379858,2023-09-29T15:52:42.000Z,False,Expect Indian ROEs to rise in 2023 and 2024: #Morgan Stanley#nse #bse #sensex #nifty50 #banknifty   #sharemarket #indiansharemarket,0,2,2,309,"['#Morgan', '#nse', '#bse', '#sensex', '#nifty50', '#banknifty', '#sharemarket', '#indiansharemarket']","['@nifty', '@niftybank']",[],https://pbs.twimg.com/profile_images/1657812573155123200/RV01NoA1_normal.jpg
CA Neha Goel,@ca_neha_goel,2023-09-30T06:37:17.000Z,False,#AdaniGroup Check my other posts here http://soctr.in/profile/3151538#nifty #nifty50 #investing #StocksInFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade #StockMarket #trading #stockmarkets #stockmarketnews #Adani #AdaniGreen #AdaniPower #AdaniEnterprises #AdaniPorts #Adaniensol,1,1,4,"1,163","['#AdaniGroup', '#nifty', '#nifty50', '#investing', '#StocksInFocus', '#StocksToWatch', '#stocks', '#StocksToBuy', '#StocksToTrade', '#StockMarket', '#trading', '#stockmarkets', '#stockmarketnews', '#Adani', '#AdaniGreen', '#AdaniPower', '#AdaniEnterprises', '#AdaniPorts', '#Adaniensol']",[],[],https://pbs.twimg.com/profile_images/1688065825604091905/Leu_vyZc_normal.jpg
Breakout/Reversal Charts,@Breakoutrade94,2023-09-26T07:48:53.000Z,False,Today indices behaviour like this .#Nifty50#BankNifty#finnifty,4,2,30,"5,923","['#Nifty50', '#BankNifty', '#finnifty']",[],['\\U0001f615'],https://pbs.twimg.com/profile_images/1691656810661654528/FYUIqIpI_normal.jpg
DN Choudhry,@choudhry_dn,2023-09-26T15:34:23.000Z,False,Market treatment to Options Buyer.#StockMarket #nifty50#stockmarkets #Nifty#NiftyBank #Sensex#stockmarketcrash ,0,5,20,"6,405","['#StockMarket', '#nifty50', '#stockmarkets', '#Nifty', '#NiftyBank', '#Sensex', '#stockmarketcrash']",[],"['\\U0001f643', '\\U0001f643', '\\U0001f53b']",https://pbs.twimg.com/profile_images/1633455469296599042/SL6qFo90_normal.jpg
Stocks to buy / avoid,@Sarab75219750,2023-09-30T17:43:22.000Z,True,Debt debt debt where dividend money gone no one knows #vedanta #hindzinc #nifty50 #stockmarkets,1,1,3,"1,104","['#vedanta', '#hindzinc', '#nifty50', '#stockmarkets']",[],[],https://pbs.twimg.com/profile_images/1338548183471771649/a3BPPG3p_normal.jpg
Stock market news tracker_DS,@deepika63379858,2023-09-29T16:04:39.000Z,False,"#JalanKalrock consortium fulfilled total financial commitment of Rs 350 crore, stand fulfilled to take control of #JetAirways.#nse #bse #sensex #nifty50 #banknifty   #sharemarket #indiansharemarket",0,2,2,269,"['#JalanKalrock', '#JetAirways', '#nse', '#bse', '#sensex', '#nifty50', '#banknifty', '#sharemarket', '#indiansharemarket']","['@nifty', '@niftybank']",[],https://pbs.twimg.com/profile_images/1657812573155123200/RV01NoA1_normal.jpg
Anshuman Dewan,@AshDewan22,2023-09-25T04:52:44.000Z,False,All Bull Run Ends Like This #nifty50 #stockmarketcrash #sensex,0,2,10,"3,668","['#nifty50', '#stockmarketcrash', '#sensex']",[],['\\U0001f53b'],https://pbs.twimg.com/profile_images/1545691080737583104/wh2Izz-X_normal.png
THE LTPIAN,@theltpian,2023-09-27T04:11:20.000Z,False,Today's Nifty 50 View till new scenario,1,0,1,123,[],[],[],https://pbs.twimg.com/profile_images/1698750201664544768/CCbDjgcJ_normal.jpg
Stock market news tracker_DS,@deepika63379858,2023-09-29T16:04:13.000Z,False,Exclusive | #SEBI kept #MCX's platform launch in abeyance to allay concerns of investors: sources tell ET NOW — #Ankur Mishra reports.#nse #bse #sensex #nifty50 #banknifty   #sharemarket #indiansharemarket,0,2,3,355,"['#SEBI', '#MCX', '#Ankur', '#nse', '#bse', '#sensex', '#nifty50', '#banknifty', '#sharemarket', '#indiansharemarket']","['@nifty', '@niftybank']",[],https://pbs.twimg.com/profile_images/1657812573155123200/RV01NoA1_normal.jpg
CA Rahul Kumar Jain,@carahuljain93,2023-09-29T04:29:35.000Z,True,"Laurus lab 397..

So far looks like a perfect breakout and re-test, one close above 407 will open doors for 450 #nifty50 #NiftyBank #NiftyFifty #sharemarketindia #sharemarket #analysis",1,3,9,"1,205","['#nifty50', '#NiftyBank', '#NiftyFifty', '#sharemarketindia', '#sharemarket', '#analysis']",['@divyakhanna97'],"['\\U0001f919', '\\U0001f942']",https://pbs.twimg.com/profile_images/1659535651560378368/Ph4S2bCo_normal.jpg
Piyush #Trading with MP,@piyushkaggarwal,2023-09-28T16:34:22.000Z,False,"Nifty Ji 

18400 - 21400 

One Year#Nifty #Nifty50 #Aggarwal_Nifty_WaleDisclaimer:- Tweet 4 Self record.",2,0,38,567,"['#Nifty', '#Nifty50', '#Aggarwal_Nifty_Wale']",[],[],https://pbs.twimg.com/profile_images/1706360749604712448/LECBL7lo_normal.jpg
Ashish Chauhan,@ashishchauhan,2023-09-29T04:27:13.000Z,True,My article on story of NIFTY  - NIFTY 50 index - known as - Stock of the Nation - today in Financial Express.,6,33,101,20.2K,[],['@NSE_NIFTY'],[],https://pbs.twimg.com/profile_images/1561544174033219584/gnL-aPLz_normal.jpg
Stock market news tracker_DS,@deepika63379858,2023-09-29T16:12:41.000Z,False,"News Alert | IHC statement on enhancing shareholder value, rebalancing investment portfolio, partnership with Adani and more#nse #bse #sensex #nifty50 #banknifty   #sharemarket #indiansharemarket",0,2,2,221,"['#nse', '#bse', '#sensex', '#nifty50', '#banknifty', '#sharemarket', '#indiansharemarket']","['@nifty', '@niftybank']",[],https://pbs.twimg.com/profile_images/1657812573155123200/RV01NoA1_normal.jpg
Stock market news tracker_DS,@deepika63379858,2023-09-28T18:05:05.000Z,False,"Today is rebalancing for NIFTY50, Nifty Bank, CPSE ETF 

Below is the estimated flows in stocks as per index by Nuvama Quant Analyst",0,2,3,180,[],[],[],https://pbs.twimg.com/profile_images/1657812573155123200/RV01NoA1_normal.jpg
Options By Rahul,@OptionsByRahul,2023-09-25T09:50:42.000Z,False,From 0.35 to 97. Totally insane. Just feel the pain of options seller today#StockMarket #IntradayTrading #Strangle #OptionsTrading #Zerodha #Nifty50 #SEBI,2,2,19,"9,290","['#StockMarket', '#IntradayTrading', '#Strangle', '#OptionsTrading', '#Zerodha', '#Nifty50', '#SEBI']",[],"['\\U0001f92a', '\\U0001f92a']",https://pbs.twimg.com/profile_images/1639683716325998592/82C2GdyQ_normal.jpg
Raju,@rnk05,2023-09-26T07:30:03.000Z,False,"I am sure #nifty50 12430-7511 affected all .On request, a detailed self explanatory chart  is shared . Connect the dots and reflect. Bhav Bhagwan che! If u value my time & effort pl do like n RT#nifty #finnifty #banknifty  - #Indices #expiry #markets #StockMarketindia",1,6,24,"2,117","['#nifty50', '#nifty', '#finnifty', '#banknifty', '#Indices', '#expiry', '#markets', '#StockMarketindia']",[],"['\\U0001f64f', '\\U0001f64f']",https://pbs.twimg.com/profile_images/1669014299921248257/JUoEVWjW_normal.jpg
Doctor who trade,@Doctorwhotrade,2023-09-29T09:56:41.000Z,False,"September 29th Friday

Roi +0.34%
Capital 200L

September  ROI +2.66% (532,859)  Non directional and directional both ended up in profit#banknifty #nifty50 #stockmarket #trading #expiry #sensex #stocks #straddle #strangle",3,5,30,"2,646","['#banknifty', '#nifty50', '#stockmarket', '#trading', '#expiry', '#sensex', '#stocks', '#straddle', '#strangle']",[],['\\U0001f49a'],https://pbs.twimg.com/profile_images/1491673855710367744/ogfB92hI_normal.jpg
Nidesh,@NideshDp,2023-09-28T08:56:34.000Z,False,"#Nifty#Nifty50Tomorrow monthly and quarterly closing.

Gravestone for monthly
Inverted hammer for quarterly

???

3.15 pm tomorrow we will come to know.",5,1,31,"3,683","['#Nifty', '#Nifty50']",[],[],https://pbs.twimg.com/profile_images/1641878795660697600/oRG0CO6e_normal.jpg
Stock market news tracker_DS,@deepika63379858,2023-09-29T15:53:32.000Z,False,"""Solid demand growth bodes well for earnings,"" #Macquarie notes on #cementindustry.#nse #bse #sensex #nifty50 #banknifty   #sharemarket #indiansharemarket",0,2,2,231,"['#Macquarie', '#cementindustry', '#nse', '#bse', '#sensex', '#nifty50', '#banknifty', '#sharemarket', '#indiansharemarket']","['@nifty', '@niftybank']",[],https://pbs.twimg.com/profile_images/1657812573155123200/RV01NoA1_normal.jpg
1 OAK Financial Services LLP,@1oakfinserv,2023-09-30T07:34:56.000Z,True,From extremely expensive to fairly priced :) #nifty50,0,1,11,"5,809",['#nifty50'],[],[],https://pbs.twimg.com/profile_images/1338305243935731713/gZYmFLEu_normal.jpg
Stock market news tracker_DS,@deepika63379858,2023-09-29T15:52:59.000Z,False,#Nomura maintains cautious stance on #ITsector#nse #bse #sensex #nifty50 #banknifty   #sharemarket #indiansharemarket,0,2,4,272,"['#Nomura', '#ITsector', '#nse', '#bse', '#sensex', '#nifty50', '#banknifty', '#sharemarket', '#indiansharemarket']","['@nifty', '@niftybank']",[],https://pbs.twimg.com/profile_images/1657812573155123200/RV01NoA1_normal.jpg
Amey Sankhala,@AmeySankhala,2023-09-30T16:43:09.000Z,False,"#GRANULESSelf explanatory?
Consider this as a short-term swing or build real wealth in coming years. 
Has given an ROI of 17250% from the bottom in 15 years.

Like, retweet for wider reach!#stockmarkets #stockmarketindia #stocks #nifty50 #banknifty #investing #trading",1,7,18,699,"['#GRANULES', '#stockmarkets', '#stockmarketindia', '#stocks', '#nifty50', '#banknifty', '#investing', '#trading']",[],[],https://pbs.twimg.com/profile_images/1646391756584554497/z9jz_lCv_normal.jpg
Amey Sankhala,@AmeySankhala,2023-09-30T15:48:30.000Z,False,"#STLTECHCan be super rewarding..
Risk:reward is too damn good from here.
Safe players can build long above 200.
Risky can start accumulating from 150/160 zones.
Targets 200/240/300/350/400

Like, retweet for wider reach!#stockmarketindia #stocks #nifty50 #investing #trading",1,3,16,432,"['#STLTECH', '#stockmarketindia', '#stocks', '#nifty50', '#investing', '#trading']",[],[],https://pbs.twimg.com/profile_images/1646391756584554497/z9jz_lCv_normal.jpg
ViPiN,@AlgoBoffin,2023-09-28T03:17:56.000Z,True,"If Nifty fails to close above 19750 then do not expect more #Pullback in #Nifty50.

As per the current structure Nifty is ready to break or test the range of 18000-18500.#Midcap & #Smallcap can be brutal for October series.

It's just an assumption based on current data &… Show more",33,28,280,100.7K,"['#Pullback', '#Nifty50', '#Midcap', '#Smallcap']",[],[],https://pbs.twimg.com/profile_images/1607407092222287874/IFQHZVmH_normal.jpg
Neha Singhal,@livetradewithme,2023-09-29T15:18:08.000Z,False, breaking news Ab aap paint karte karte bhi trade le sakte hai. Trading setup not required #nifty50 #Sensex #Finnifty #nseindia #NiftyFifty #Taxaudit Futures #VerifiedBySensibull 500 USDT #StocksToBuy #Vedanta,5,2,11,"4,903","['#nifty50', '#Sensex', '#Finnifty', '#nseindia', '#NiftyFifty', '#Taxaudit', '#VerifiedBySensibull', '#StocksToBuy', '#Vedanta']",[],"['\\U0001f6a8', '\\U0001f6a8', '\\U0001f6a8', '\\U0001f6a8', '\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1685471354173403136/y6a5vMhB_normal.jpg
Davinder Singh,@davinder_trades,2023-09-25T12:55:00.000Z,False,"#nifty50 in Elliot everything is not 1,2,3,4,5*(as max marked this as such)*

high probability(not yet triggered)*

1 hr chart*",6,2,14,"2,412",['#nifty50'],[],[],https://pbs.twimg.com/profile_images/1696129363798786048/S767Cif4_normal.jpg
Trading In The Zone,@BHAVIN3253,2023-09-25T04:22:17.000Z,False,#reliance looking good for Quick trade for 1.5% to 2% up move from here CMP 2350 #Nifty50 #support,0,2,2,236,"['#reliance', '#Nifty50', '#support']",[],[],https://pbs.twimg.com/profile_images/1703039354443386880/8CSL6ODF_normal.jpg
ViPiN,@AlgoBoffin,2023-09-28T17:45:34.000Z,True,"#Nifty50 (Factual Data)
If even a sensible person can make some mistakes again and again, then this is a market in which the number of sensible people is very less and the number of Fools is almost 10 times that.",5,11,106,"9,820",['#Nifty50'],[],[],https://pbs.twimg.com/profile_images/1607407092222287874/IFQHZVmH_normal.jpg
Stock market news tracker_DS,@deepika63379858,2023-09-29T15:55:39.000Z,False,"#Global Comments | #Fed's Chair, #Jerome #Powell says public's understanding key to Fed impact on economy#nse #bse #sensex #nifty50 #banknifty   #sharemarket #indiansharemarket",0,2,2,927,"['#Global', '#Fed', '#Jerome', '#Powell', '#nse', '#bse', '#sensex', '#nifty50', '#banknifty', '#sharemarket', '#indiansharemarket']","['@nifty', '@niftybank']",[],https://pbs.twimg.com/profile_images/1657812573155123200/RV01NoA1_normal.jpg
ikrunal D khuman (NISM CERTIFIED),@KhumanKunal,2023-09-25T10:23:05.000Z,True,"Jay Sri LaxmiJagannath ji Hare Krishna 
Say no to fake screenshots! Check out my P&L - #VerifiedBySensibull https://verified.sensibull.com/ps/radical-nopal/UtjWzYCYgibXAN…#JaiJagannatha #banknifty #nifty #finnifty #giftnifty #niftybank #nifty50 #MidcapNifty #expiry",6,4,27,"4,800","['#VerifiedBySensibull', '#JaiJagannatha', '#banknifty', '#nifty', '#finnifty', '#giftnifty', '#niftybank', '#nifty50', '#MidcapNifty', '#expiry']",[],[],https://pbs.twimg.com/profile_images/1558708500049432576/C58GG2ZC_normal.jpg
Stock market news tracker_DS,@deepika63379858,2023-09-29T15:52:20.000Z,False,"#Jefferies gives buy #Chola Fin, says co launched equity issuance through QIP of up to Rs 2,000 cr. CCDS will be convertible at 15/16.5% discount to avg share price during Sept 25-26#nse #bse #sensex #nifty50 #banknifty   #sharemarket #indiansharemarket",0,2,2,209,"['#Jefferies', '#Chola', '#nse', '#bse', '#sensex', '#nifty50', '#banknifty', '#sharemarket', '#indiansharemarket']","['@nifty', '@niftybank']",[],https://pbs.twimg.com/profile_images/1657812573155123200/RV01NoA1_normal.jpg
Amey Sankhala,@AmeySankhala,2023-09-24T19:08:53.000Z,False,"#PARASCould turn out to be super rewarding.
Best buying zone 600/640
Targets 900/1100/1260/1500/1920.#stocks #stockmarketindia #nifty50 #banknifty #trading #investing #stockmarkets",1,9,46,"5,479","['#PARAS', '#stocks', '#stockmarketindia', '#nifty50', '#banknifty', '#trading', '#investing', '#stockmarkets']",[],[],https://pbs.twimg.com/profile_images/1646391756584554497/z9jz_lCv_normal.jpg
Magicbullindia,@Magicbullindia,2023-09-28T04:13:34.000Z,True,"#nifty50Massive jump in Option Premiums

As if everybody knows markets gonna fall today Insane ...",4,3,103,10K,['#nifty50'],[],"['\\U0001f636\\u200d\\U0001f32b\\ufe0f', '\\U0001f636\\u200d\\U0001f32b\\ufe0f']",https://pbs.twimg.com/profile_images/1571895381285539841/yp8JpCSk_normal.jpg
Vashistha Iyer,@uptickr,2023-09-29T09:19:59.000Z,True,"When you invest in the Nifty 50, most of your exposure is to just 10 companies. 

Since 2009, the top 10 stocks account for 57% of the index, on average. Only 22 unique stocks have made it to this list in this period.",3,4,13,"4,377",[],[],[],https://pbs.twimg.com/profile_images/1545257201388113920/khol3UOD_normal.jpg
Giriraj Vyas,@giri10488_vyas,2023-09-25T09:18:53.000Z,False,19750 ne apna kaam kardiya ..Check the high of the spot nifty..Go with levels always ...#GANN #StockMarketindia #SGXNIFTY #nifty50 #banknifty #investing #TradingSignals #TradingView,0,8,44,"9,139","['#GANN', '#StockMarketindia', '#SGXNIFTY', '#nifty50', '#banknifty', '#investing', '#TradingSignals', '#TradingView']",[],"['\\U0001f602', '\\U0001f64f']",https://pbs.twimg.com/profile_images/1659607725561757696/OjMKasS9_normal.jpg
Nifty monk,@NiftyMonk,2023-09-28T09:58:37.000Z,False,Trading nifty live on monthly expiry. #stockmarketcrash #NiftyFifty #nifty50 #Nifty #banknifty #verifiedbysensibull,0,1,3,169,"['#stockmarketcrash', '#NiftyFifty', '#nifty50', '#Nifty', '#banknifty', '#verifiedbysensibull']",[],[],https://pbs.twimg.com/profile_images/1703668037604237312/R-9w97cQ_normal.jpg
Bhagyalaxmi Dash,@DashBhagu,2023-09-26T17:07:57.000Z,False,"#Nifty Analysis for 27th Sep 2023  

 Like   
Retweet Comment Follow us for Nifty's level( Support/Resistance)#nifty50 #stockmarkets",1,3,10,"4,063","['#Nifty', '#nifty50', '#stockmarkets']",[],"['\\U0001f4c8', '\\u2764\\ufe0f', '\\U0001f501', '\\U0001f4ac']",https://pbs.twimg.com/profile_images/1530212105810456579/lt7yevzt_normal.jpg
Stock market news tracker_DS,@deepika63379858,2023-09-29T15:51:38.000Z,False,#Sentimental negative for #MCXMCX Says-  SEBI Advises The Exchange To Keep The Proposed Go-Live Of CDP In Abeyanc#nse #bse #sensex #nifty50 #banknifty   #sharemarket #indiansharemarket,0,2,3,202,"['#Sentimental', '#MCX', '#nse', '#bse', '#sensex', '#nifty50', '#banknifty', '#sharemarket', '#indiansharemarket']","['@nifty', '@niftybank']",[],https://pbs.twimg.com/profile_images/1657812573155123200/RV01NoA1_normal.jpg
THE LTPIAN,@theltpian,2023-09-28T04:09:08.000Z,False,Today's Nifty 50 View till new scenario,1,0,2,209,[],[],[],https://pbs.twimg.com/profile_images/1698750201664544768/CCbDjgcJ_normal.jpg
Magicbullindia,@Magicbullindia,2023-09-25T08:19:30.000Z,True,#nifty50No Buying means No buying !!!!!,2,3,99,16.6K,['#nifty50'],[],[],https://pbs.twimg.com/profile_images/1571895381285539841/yp8JpCSk_normal.jpg
Giriraj Vyas,@giri10488_vyas,2023-09-29T07:54:20.000Z,False,"Next positional trade will take according to levels
Below 19480-Short & above 19800 long ,tab tak enjoy ping pong in 300 points, Play Intraday ..My view..#GANN #StockMarketindia #SGXNIFTY #nifty50 #banknifty #investing #TradingSignals #TradingView",0,8,50,"6,505","['#GANN', '#StockMarketindia', '#SGXNIFTY', '#nifty50', '#banknifty', '#investing', '#TradingSignals', '#TradingView']",[],"['\\U0001f602', '\\U0001f64f']",https://pbs.twimg.com/profile_images/1659607725561757696/OjMKasS9_normal.jpg
LEARN TO EARN CONSULTANCY (Deep ji),@Deepji08564776,2023-09-25T02:32:20.000Z,False,"Nifty open near 19650 (Flat Range)

R - 19675, 19710, 19730
S- 19610, 19575, 19545#stockmarket #nifty50 #banknifty #learntoearnconsultancy",1,4,13,"1,537","['#stockmarket', '#nifty50', '#banknifty', '#learntoearnconsultancy']",[],[],https://pbs.twimg.com/profile_images/1696805337385611264/UI5GvBla_normal.jpg
Stock market news tracker_DS,@deepika63379858,2023-09-29T15:53:53.000Z,False,#Jefferies on #L&T maintains buy#nse #bse #sensex #nifty50 #banknifty   #sharemarket #indiansharemarket,0,2,2,130,"['#Jefferies', '#L', '#nse', '#bse', '#sensex', '#nifty50', '#banknifty', '#sharemarket', '#indiansharemarket']","['@nifty', '@niftybank']",[],https://pbs.twimg.com/profile_images/1657812573155123200/RV01NoA1_normal.jpg
Meet V Sutariya,@SutariyaMeetV1,2023-09-29T09:34:31.000Z,False,I went to bet on Horses  and I found someone won £250k on #Nifty50 kisko mila .?#Nifty50 #Sensex #Adani #VEDL #NiftyBank,1,0,9,"2,005","['#Nifty50', '#Nifty50', '#Sensex', '#Adani', '#VEDL', '#NiftyBank']",[],"['\\U0001f40e', '\\U0001f605']",https://pbs.twimg.com/profile_images/1698201378307428352/KVvUkUUT_normal.jpg
Stock market news tracker_DS,@deepika63379858,2023-09-29T16:03:35.000Z,False,"September onwards credit demand has improved, rural demand has come back. Expect 18% AUM guidance for FY24 vs. 15% guidance earlier: #Umesh Revankar, #Shriram #Finance to #CNBC-TV18#nse #bse #sensex #nifty50 #banknifty   #sharemarket #indiansharemarket",0,2,2,197,"['#Umesh', '#Shriram', '#Finance', '#CNBC', '#nse', '#bse', '#sensex', '#nifty50', '#banknifty', '#sharemarket', '#indiansharemarket']","['@nifty', '@niftybank']",[],https://pbs.twimg.com/profile_images/1657812573155123200/RV01NoA1_normal.jpg
Amey Sankhala,@AmeySankhala,2023-09-30T16:09:05.000Z,False,"#EdelweissReady to fire!
Targets 80/100/112#stockstobuy #stockmarketindia #stocks #nifty50 #banknifty #optionstrading #trading #investing",0,4,12,482,"['#Edelweiss', '#stockstobuy', '#stockmarketindia', '#stocks', '#nifty50', '#banknifty', '#optionstrading', '#trading', '#investing']",[],[],https://pbs.twimg.com/profile_images/1646391756584554497/z9jz_lCv_normal.jpg
Stock market news tracker_DS,@deepika63379858,2023-09-29T17:23:22.000Z,False,Core Industries Data | Here's Apr-Aug eight core industries' growth and key industries' output data#nse #bse #sensex #nifty50 #banknifty   #sharemarket #indiansharemarket,0,2,3,119,"['#nse', '#bse', '#sensex', '#nifty50', '#banknifty', '#sharemarket', '#indiansharemarket']","['@nifty', '@niftybank']",[],https://pbs.twimg.com/profile_images/1657812573155123200/RV01NoA1_normal.jpg
IPOHUNTS,@ipohunts,2023-09-25T08:30:22.000Z,True,"BREAKING: Delta Cory share in news today as firm gets GST demand notices of RS 16,800 crore.

Delta Corp Limited, a flagship company of the Group, is the only listed company engaged in the casino (live, electronic and online) gaming industry in India.#nifty50 #stockmarket… Show more",0,4,8,870,"['#nifty50', '#stockmarket']",[],[],https://pbs.twimg.com/profile_images/1688564002107101184/RliFwQN9_normal.jpg
